"anio_ingreso_universidad","sexo","edad","anio_egreso_secundaria","semestre_actual","beca_rendimiento","transporte_universidad","horas_estudio_dia","frecuencia_estudio_dia","modalidad_aprendizaje","smartphone","computadora_personal","horas_redes_sociales","nivel_ingles","asistencia_promedio","riesgo_academico","suspension_academica","tutorias_docentes","habilidades","horas_habilidades_dia","area_interes","estado_sentimental","actividades_extracurriculares","con_quien_vives","problemas_salud","discapacidad_fisica","creditos_completados","ingreso_familiar_anual","horas_clases_semanales","horas_sueno_dia","horas_ejercicio_semanal","tipo_transporte","horas_transporte_total","horas_trabajo_semanal","nota_semestre"
"2022","1","20","2020","2","1","0","5","2","0","1","1","3","0","90","0","0","1","42","1","17","5","1","0","0","0","14","10000","17","9","3","2","3","0","18.00"
"2021","0","21","2019","3","1","0","3","1","0","1","1","1","1","90","0","0","1","52","2","15","5","0","0","0","0","24","50000","16","10","4","2","3","0","18.75"
"2021","1","20","2020","4","0","0","1","1","1","1","1","3","1","90","0","0","0","52","2","17","5","1","1","0","0","34","40000","14","10","5","2","4","15","19.25"
"2021","0","20","2019","4","1","1","3","3","0","1","1","2","0","90","0","0","0","42","2","14","5","0","1","0","0","23","100000","17","8","2","1","4","5","13.40"
"2021","0","21","2020","2","1","0","3","2","1","1","1","1","1","99","0","0","1","42","3","17","5","0","0","0","0","11","62488","16","9","3","2","3","0","15.90"
"2019","0","24","2018","11","1","0","2","1","0","1","1","1","1","90","0","0","1","52","2","9","3","0","1","0","0","128","5000","26","10","4","1","7","0","16.95"
"2021","0","20","2020","4","0","0","4","1","1","1","1","4","1","100","0","0","1","42","2","17","5","0","0","1","0","25","60000","15","8","3","2","3","0","14.90"
"2021","0","21","2020","2","0","0","9","2","0","1","1","3","1","97","1","0","0","42","5","17","5","0","1","0","0","23","50000","16","7","2","2","4","15","18.50"
"2018","0","23","2017","14","0","1","1","2","0","1","1","2","2","80","1","0","1","42","2","14","3","0","1","0","0","130","40000","26","9","4","1","7","15","16.25"
"2021","1","19","2020","3","0","1","2","1","1","1","1","3","0","85","0","0","0","42","1","17","5","0","1","0","0","25","30000","13","9","3","1","4","15","15.15"
"2021","0","22","2020","5","0","0","2","2","0","1","1","3","1","95","0","0","0","42","1","17","5","0","0","0","0","48","50000","16","9","3","2","3","0","15.50"
"2022","0","21","2020","2","1","1","2","1","0","1","1","3","1","98","0","0","1","42","1","17","5","0","1","0","0","12","120000","15","10","4","1","4","5","18.50"
"2022","1","21","2020","2","1","1","9","2","0","1","1","6","1","70","1","0","1","42","4","17","5","1","1","0","0","12","30000","17","8","2","1","4","0","20.00"
"2021","1","19","2020","3","1","1","1","1","0","1","1","2","1","85","0","0","1","42","1","17","5","1","0","0","0","23","62488","16","10","5","1","4","0","15.90"
"2021","0","19","2020","3","1","1","2","2","0","1","1","3","0","100","0","0","1","42","2","17","5","0","1","0","0","25","40000","17","10","4","1","4","0","18.05"
"2021","1","22","2017","3","1","0","2","1","1","1","1","0","1","70","0","0","0","42","1","17","5","0","1","0","0","23","70000","14","9","3","2","4","5","15.05"
"2021","0","21","2020","3","0","1","2","2","0","1","1","5","0","80","0","0","0","42","2","17","5","0","1","1","0","23","40000","12","8","3","1","4","15","16.30"
"2016","1","25","2016","19","1","0","1","1","0","1","1","2","1","100","0","0","0","52","2","17","5","1","0","0","0","130","300000","33","10","5","1","6","0","18.00"
"2021","1","20","2019","3","0","0","2","3","0","1","1","5","0","100","0","0","0","42","3","1","5","0","0","1","0","23","50000","13","8","3","2","3","0","15.60"
"2022","0","20","2020","1","1","0","4","3","0","1","1","2","0","100","0","0","1","46","2","17","5","1","0","0","0","11","50000","17","9","4","2","3","0","19.65"
"2021","1","20","2020","3","1","0","5","3","1","1","1","6","2","95","1","0","0","42","1","17","5","1","0","0","0","23","150000","18","8","3","1","4","0","15.00"
"2019","1","24","2018","9","0","0","1","2","1","1","1","3","0","70","1","0","1","52","1","13","5","1","1","0","0","40","25000","19","8","5","1","4","15","8.05"
"2020","1","22","2018","6","1","1","1","1","1","1","1","3","0","80","0","0","0","52","1","17","5","0","1","0","0","50","40000","18","9","4","1","4","0","13.95"
"2021","0","22","2020","4","0","0","2","1","0","1","0","3","1","98","0","0","0","42","2","17","5","0","0","0","0","25","40000","15","9","4","2","3","0","19.15"
"2018","1","26","2018","12","1","1","3","1","1","1","1","2","2","100","0","0","1","52","3","13","5","0","1","0","0","130","62488","28","9","4","1","7","5","17.90"
"2021","0","21","2020","3","1","1","3","1","0","1","1","4","0","100","0","0","1","52","2","15","5","0","1","0","0","25","70000","17","9","4","1","4","5","16.95"
"2021","1","20","2020","3","1","0","3","3","0","1","1","2","1","100","0","0","0","52","2","17","5","0","0","0","0","23","25000","17","8","3","2","3","0","16.90"
"2021","0","19","2020","3","1","0","3","3","0","1","1","1","1","100","0","0","1","52","2","9","5","0","0","1","0","23","30000","17","8","3","2","3","0","15.15"
"2022","1","20","2020","1","0","0","3","1","0","0","1","1","1","100","0","0","1","33","1","6","3","1","1","0","0","0","40000","13","6","4","2","4","15","0.00"
"2021","1","21","2020","3","1","1","1","1","0","1","1","1","1","95","0","0","1","42","1","17","5","1","1","0","0","30","40000","16","10","6","1","4","0","18.25"
"2019","0","22","2019","9","0","1","3","1","0","1","1","2","1","80","0","0","1","52","1","13","5","0","1","1","0","90","30000","20","8","3","1","5","15","15.90"
"2022","1","21","2020","2","1","1","3","2","0","1","1","2","0","100","0","0","1","42","2","17","5","1","1","0","0","90","30000","18","9","4","1","5","0","18.90"
"2020","1","24","2017","8","1","1","1","1","0","1","1","4","1","70","0","0","0","42","3","14","4","1","1","0","0","90","30000","20","9","5","1","5","0","12.80"
"2021","1","20","2020","3","1","0","2","2","0","0","1","12","0","90","0","0","0","20","0","17","5","0","1","1","0","24","45000","15","8","3","2","4","0","14.70"
"2021","0","19","2020","3","0","0","3","2","0","1","1","4","1","77","1","0","1","42","3","17","5","0","1","0","0","23","80000","14","8","3","2","4","0","11.80"
"2022","1","21","2021","2","1","0","3","2","1","1","0","5","1","100","0","0","1","42","2","17","5","0","1","0","0","11","30000","16","10","3","2","4","0","19.00"
"2021","1","22","2020","3","1","0","0","0","0","1","1","15","0","80","1","0","0","42","0","17","5","0","0","0","0","23","30000","14","8","4","2","3","0","7.65"
"2020","0","21","2019","7","0","1","2","2","1","1","1","5","1","80","0","0","1","52","3","20","4","0","1","0","0","90","35000","19","9","3","1","5","15","15.00"
"2021","0","20","2020","3","0","1","2","1","0","1","0","5","0","80","0","0","1","42","1","17","5","1","1","0","0","23","40000","14","9","5","1","4","15","11.60"
"2022","1","21","2022","1","1","1","6","2","1","1","1","4","1","90","1","0","1","7","1","17","5","0","0","1","1","11","62488","15","5","2","1","4","0","0.00"
"2021","0","21","2019","3","1","0","3","0","0","1","1","12","2","50","0","0","1","28","0","15","4","1","1","1","0","23","62488","13","9","4","2","4","5","16.85"
"2021","0","22","2020","3","1","0","2","1","0","1","1","3","1","100","0","0","1","52","1","14","5","1","0","1","0","24","50000","16","9","5","2","3","0","14.45"
"2021","0","21","2019","3","1","1","2","3","0","1","1","2","0","90","0","0","0","42","2","17","5","0","1","0","0","24","40000","16","8","3","1","4","0","15.85"
"2021","0","20","2020","3","1","1","2","2","0","1","1","5","0","100","1","0","0","42","1","17","5","0","1","1","0","20","35000","15","7","3","1","4","0","11.30"
"2022","0","21","2020","2","1","0","5","2","0","1","1","2","0","99","0","0","0","42","1","17","5","0","0","0","0","12","35000","16","8","2","2","3","0","18.25"
"2021","0","22","2019","3","1","1","2","1","0","1","1","1","1","96","0","0","1","42","1","14","5","0","1","0","0","25","49000","17","9","4","1","4","0","15.15"
"2020","1","22","2018","7","1","1","2","1","0","1","1","4","0","80","0","0","1","52","0","17","5","0","0","1","0","53","15000","19","9","4","1","4","0","19.65"
"2019","0","22","2018","9","0","1","4","3","0","1","1","2","2","80","0","0","1","42","2","9","5","1","1","0","0","105","2000000","23","8","3","1","5","0","15.00"
"2022","0","20","2021","1","1","1","2","1","0","1","1","3","0","98","0","0","1","42","0","17","5","0","1","0","0","0","62488","14","6","3","1","4","5","0.00"
"2022","1","20","2020","2","1","1","8","4","0","1","1","2","0","88","0","0","1","42","2","17","5","1","0","0","0","11","30000","21","7","2","1","6","0","17.25"
"2021","0","21","2020","3","1","1","3","4","0","1","1","1","0","100","0","0","1","42","1","17","5","0","1","0","0","23","62488","19","8","3","1","4","5","14.70"
"2021","1","21","2019","3","1","1","8","2","0","1","1","1","1","100","0","0","0","42","4","17","4","1","1","0","0","25","50000","19","8","2","1","4","0","19.65"
"2021","1","21","2019","3","1","1","1","1","1","1","1","2","1","85","0","0","0","42","2","9","5","1","1","1","0","24","50000","14","9","5","1","4","0","19.30"
"2022","1","20","2020","3","0","1","4","2","0","1","1","2","1","100","1","0","0","42","1","17","5","0","1","0","0","26","30000","15","8","2","1","4","15","14.65"
"2021","1","20","2020","4","1","0","5","3","1","1","1","1","1","80","0","0","1","42","2","17","5","0","0","0","0","36","7000","20","8","2","1","4","0","15.30"
"2022","0","21","2019","1","1","1","2","1","0","1","1","7","2","100","0","0","1","7","0","17","5","0","1","0","0","0","50000","14","6","3","1","4","0","0.00"
"2020","0","21","2018","8","1","1","0","0","0","1","1","3","1","100","0","0","1","42","4","17","5","0","1","0","0","60","50000","22","10","6","1","7","0","19.60"
"2021","1","21","2019","3","0","1","2","1","0","1","1","2","1","98","0","0","0","52","1","17","5","1","1","0","0","25","30000","14","9","5","1","4","15","15.85"
"2022","0","20","2020","1","1","1","1","1","0","1","1","3","0","95","0","0","0","42","1","17","5","0","1","0","0","11","35000","13","10","4","1","4","5","18.15"
"2021","1","20","2020","3","1","0","8","2","0","1","1","2","1","98","0","0","1","42","2","17","5","0","1","0","0","23","20000","19","8","2","1","4","0","19.90"
"2021","0","21","2020","4","0","1","6","1","0","1","0","2","1","97","1","0","1","42","3","17","5","1","1","0","0","20","40000","16","8","3","1","4","15","16.95"
"2021","0","18","2020","2","1","0","2","2","1","1","0","3","1","90","0","0","0","42","1","17","1","0","0","1","0","11","40000","13","9","3","2","3","0","18.40"
"2022","1","21","2019","2","1","0","5","3","0","1","1","4","0","90","1","0","1","42","3","17","5","1","0","0","0","11","20000","18","9","3","1","4","0","19.15"
"2020","1","22","2019","8","0","0","3","1","0","1","1","4","1","100","0","0","1","42","2","17","5","0","0","0","0","87","50000","21","10","4","1","6","0","18.20"
"2021","1","20","2020","3","1","1","2","1","0","1","1","1","1","100","0","0","1","42","1","6","5","0","1","0","0","25","25000","17","9","4","1","4","0","14.80"
"2020","1","22","2019","6","0","1","3","2","0","1","1","1","1","100","1","0","1","42","2","17","5","1","0","0","0","60","20000","19","8","4","1","4","25","11.25"
"2020","1","19","2020","2","1","0","5","1","0","1","1","2","1","100","0","0","0","42","2","9","5","1","0","1","0","11","20000","14","8","3","2","3","0","19.00"
"2021","0","20","2018","3","1","1","1","2","1","1","1","5","1","90","0","0","1","42","1","17","5","0","1","0","0","23","30000","16","10","4","1","4","0","17.45"
"2021","1","21","2021","3","1","1","2","1","0","1","1","2","1","60","0","0","0","42","1","17","5","0","1","0","0","26","50000","14","8","3","1","4","0","10.55"
"2021","1","20","2020","2","1","0","3","1","0","1","1","3","1","99","1","1","1","42","1","17","5","0","1","0","0","11","20000","14","8","3","2","4","0","17.10"
"2020","0","23","2019","7","1","0","5","2","0","1","1","6","1","99","0","0","1","4","2","15","1","1","0","1","0","76","12500","22","9","3","1","6","0","19.80"
"2018","1","23","2017","12","0","1","7","3","0","1","1","2","1","90","1","0","1","52","4","17","5","0","0","0","0","125","15000","29","7","2","1","6","35","14.30"
"2022","1","21","2020","2","0","0","5","3","0","1","0","4","0","60","1","0","1","42","1","17","5","0","0","0","0","11","5000","14","5","2","2","3","0","2.50"
"2022","0","20","2020","1","0","0","5","2","0","1","1","3","1","98","0","0","1","42","1","17","5","0","1","0","0","0","20000","14","9","2","2","4","15","17.50"
"2022","1","20","2020","2","1","0","1","2","0","1","1","2","0","90","0","0","0","42","1","17","5","0","1","0","0","12","50000","14","8","3","2","4","0","12.60"
"2021","1","21","2019","3","0","1","4","1","0","1","1","2","1","98","0","0","0","42","3","12","5","0","1","0","0","25","60000","14","9","3","1","4","0","18.60"
"2019","0","22","2018","11","1","0","5","2","1","1","1","2","1","95","0","0","1","47","1","13","4","1","1","0","0","120","68000","28","8","3","1","5","5","14.00"
"2020","0","21","2019","6","1","0","3","2","0","1","1","2","1","99","0","0","1","42","1","17","5","0","1","0","0","58","40000","21","10","3","1","7","0","19.90"
"2021","1","20","2019","3","0","0","4","2","0","1","1","3","1","100","0","0","0","42","2","17","5","0","0","1","0","24","40000","14","8","2","2","3","0","18.40"
"2021","1","21","2019","3","1","0","1","1","0","1","1","5","1","90","0","0","0","42","1","17","5","0","1","1","0","25","50000","14","8","4","2","4","0","15.15"
"2019","0","22","2017","11","0","0","3","2","0","1","1","4","1","95","0","0","1","52","1","14","5","0","1","1","0","120","40000","24","8","3","1","7","15","16.70"
"2021","0","21","2020","2","1","1","8","2","0","1","1","2","0","100","0","0","1","46","1","17","5","1","1","0","0","12","50000","18","8","2","1","4","0","16.95"
"2019","0","23","2018","11","0","1","3","2","0","1","1","3","1","96","0","0","1","52","2","17","5","0","1","0","0","141","18000","25","9","3","1","7","15","18.90"
"2019","1","24","2019","5","0","1","2","2","0","1","1","8","0","100","1","0","1","42","8","5","5","0","1","0","0","42","62488","17","8","4","1","4","0","5.25"
"2021","0","20","2020","3","0","0","2","3","0","1","1","4","0","85","1","0","0","42","2","15","5","0","0","0","0","23","25000","14","7","3","2","3","0","10.30"
"2022","0","20","2020","2","1","0","3","1","0","1","1","3","0","95","0","0","0","42","2","17","5","0","1","0","0","11","45000","14","9","3","2","4","0","18.35"
"2021","0","19","2020","2","0","1","5","2","0","1","1","3","1","100","0","0","0","42","3","1","5","1","1","0","0","11","40000","14","8","3","1","4","15","18.90"
"2020","0","20","2019","7","1","0","1","1","1","1","1","1","1","75","1","0","0","29","1","14","4","1","1","1","0","79","60000","18","7","5","3","5","0","8.15"
"2021","1","21","2020","3","1","0","2","1","0","1","1","6","0","70","0","0","1","42","2","20","5","1","0","0","0","22","40000","15","9","5","2","3","0","15.85"
"2021","0","20","2019","3","0","1","2","1","0","1","1","2","1","100","0","0","0","24","3","9","5","0","1","1","0","23","100000","13","9","4","1","4","0","19.10"
"2022","1","22","2020","2","0","0","2","1","0","1","0","4","0","100","0","0","1","33","0","17","5","0","0","0","0","11","40000","13","9","4","2","3","0","12.75"
"2021","1","22","2019","3","1","1","2","3","1","1","1","2","1","92","0","0","1","42","1","17","5","0","1","0","0","23","35000","17","10","4","1","4","0","18.95"
"2022","1","20","2020","1","1","0","2","1","0","1","0","3","0","99","0","0","0","42","0","17","4","1","0","0","0","10","20000","14","10","5","2","3","0","20.00"
"2019","0","23","2017","11","0","1","3","2","0","1","1","2","1","85","0","0","1","52","2","14","5","0","0","0","0","120","33000","24","9","3","1","6","35","18.80"
"2020","1","21","2019","8","1","0","5","3","0","1","1","4","0","100","0","0","1","52","2","14","5","1","0","1","0","88","15000","24","8","3","1","6","0","18.70"
"2022","1","20","2020","1","1","0","1","1","0","1","1","2","0","98","0","0","1","49","2","17","5","1","0","0","0","0","20000","14","6","5","2","3","0","0.00"
"2022","1","20","2019","1","1","1","2","1","0","1","1","1","0","99","1","0","1","42","2","17","5","1","0","0","0","13","20000","15","9","5","1","4","0","15.75"
"2021","0","21","2020","3","1","0","2","2","0","1","1","4","1","100","0","0","0","42","2","17","5","0","1","0","0","23","50000","16","9","3","2","4","0","16.90"
"2020","1","22","2018","6","0","0","5","2","0","1","0","3","1","90","0","0","1","52","3","17","5","0","0","0","0","58","70000","19","9","2","1","4","0","19.90"
"2022","1","22","2015","2","1","0","2","2","1","1","1","1","0","95","1","0","1","42","1","17","5","1","0","1","0","14","25000","15","8","4","2","3","0","10.50"
"2020","0","21","2019","8","1","0","3","1","0","1","1","5","1","80","1","0","0","52","1","9","5","1","0","0","0","62","60000","20","8","4","1","4","0","13.60"
"2021","0","22","2020","3","1","1","3","1","0","0","1","3","2","98","0","0","1","7","4","1","5","0","1","1","1","23","50000","16","9","4","1","4","0","16.50"
"2021","1","21","2020","3","1","0","4","1","0","1","1","2","2","100","0","0","1","42","3","17","5","0","0","0","0","23","30000","17","9","3","2","3","0","20.00"
"2022","1","20","2019","2","0","0","2","2","0","1","1","3","0","90","0","1","1","26","2","15","5","0","0","0","0","12","20000","12","8","3","2","3","0","15.50"
"2021","0","20","2019","3","1","0","1","1","0","1","1","3","2","90","1","0","1","42","1","17","5","0","0","0","0","23","35000","16","9","4","2","3","0","12.80"
"2020","0","20","2020","2","1","1","2","3","0","1","1","12","1","80","0","0","0","40","1","17","1","1","0","1","0","12","30000","13","8","4","1","4","0","16.05"
"2022","0","19","2021","1","1","1","6","2","0","1","1","2","1","95","0","0","0","42","2","17","5","0","1","0","0","0","70000","15","5","2","1","4","5","0.00"
"2022","1","19","2020","12","0","0","4","2","0","1","0","3","1","75","1","0","1","42","1","17","5","1","1","1","0","14","15000","22","8","4","1","4","15","16.90"
"2022","0","19","2021","1","1","0","3","2","0","1","0","2","0","92","0","0","0","42","1","17","5","0","1","0","0","11","50000","14","8","3","2","4","0","15.75"
"2022","1","21","2020","2","0","0","1","1","0","1","1","4","0","95","1","0","1","42","2","17","5","1","0","0","0","11","30000","13","10","6","2","3","0","19.50"
"2022","1","20","2020","2","1","1","2","1","0","1","1","1","1","98","0","0","1","42","1","17","5","0","1","0","0","12","50000","15","10","4","1","4","0","19.75"
"2022","0","20","2020","2","1","1","3","2","0","1","1","3","1","100","0","0","0","42","1","1","5","0","1","0","0","12","90000","15","8","3","1","4","5","15.15"
"2018","0","23","2017","14","0","1","7","1","0","1","1","5","1","60","1","0","0","7","2","1","4","1","0","1","0","133","28000","24","6","2","1","6","35","12.95"
"2022","1","20","2020","1","1","0","3","1","0","1","0","2","2","100","0","0","1","42","2","17","5","1","0","0","0","0","30000","15","6","4","2","3","0","0.00"
"2021","0","19","2020","3","1","1","5","2","0","1","1","4","1","99","0","0","1","42","3","17","5","0","1","0","0","25","25000","18","8","2","1","4","0","17.25"
"2022","1","20","2021","2","0","1","1","1","0","1","0","4","0","85","0","0","0","42","1","17","5","1","1","0","0","11","40000","12","10","5","1","4","0","18.00"
"2022","0","20","2020","2","0","0","6","2","1","1","1","1","0","98","1","0","1","52","5","17","5","1","0","0","0","11","40000","15","8","3","2","3","0","17.65"
"2020","0","20","2019","8","1","0","3","2","0","1","1","2","1","99","0","0","1","42","1","14","5","1","1","0","0","90","50000","24","9","4","1","5","0","19.30"
"2022","0","19","2020","2","0","1","3","2","0","1","1","4","2","100","0","0","1","42","2","1","5","1","1","0","0","11","25000","14","9","4","1","4","15","17.40"
"2021","1","21","2019","5","0","0","2","1","1","1","1","1","1","98","0","0","0","42","6","17","5","0","0","0","0","54","62488","16","9","4","2","3","0","18.50"
"2022","0","20","2020","2","0","1","3","1","0","1","1","1","2","100","0","0","1","42","2","17","5","0","1","0","0","11","50000","14","10","4","1","4","15","19.20"
"2020","0","21","2019","8","0","1","6","2","0","1","1","2","1","100","0","0","1","52","3","17","5","0","1","0","0","85","60000","23","8","2","1","7","0","17.00"
"2022","1","19","2020","1","0","0","4","2","0","1","1","2","0","90","0","0","0","42","1","1","4","0","0","0","0","14","24000","12","8","2","2","3","0","17.15"
"2021","0","21","2020","2","1","0","4","2","0","1","0","2","1","100","0","0","1","42","12","17","5","1","0","0","0","11","30000","17","9","4","2","3","0","18.50"
"2020","1","22","2019","6","0","1","4","3","0","1","1","4","2","85","0","0","1","42","3","9","4","0","1","0","0","70","20000","20","8","2","1","4","15","15.10"
"2021","1","20","2020","3","0","1","2","1","0","1","1","3","0","90","0","0","0","52","2","17","5","0","0","0","0","23","20000","13","9","3","1","4","0","17.40"
"2022","1","20","2020","2","1","0","3","2","0","1","1","2","2","90","0","0","1","42","2","17","5","1","0","0","0","13","40000","16","9","4","2","3","0","17.65"
"2020","0","19","2019","8","1","1","4","1","0","1","1","2","2","90","0","0","0","42","3","9","5","0","0","0","0","87","30000","22","8","3","1","6","0","15.30"
"2021","1","20","2020","2","0","0","2","1","0","1","1","3","0","100","1","0","1","52","1","17","5","0","0","0","0","11","20000","13","10","4","2","3","0","19.50"
"2022","0","20","2018","1","0","0","2","2","0","1","0","4","1","95","0","0","1","26","0","17","5","0","0","1","0","0","50000","11","5","3","2","3","0","0.00"
"2019","0","20","2019","9","0","1","3","3","0","1","1","1","1","99","0","0","0","52","4","17","5","1","1","0","0","101","40000","22","8","4","1","5","15","15.95"
"2022","0","21","2020","2","0","0","4","2","1","1","1","2","0","95","1","0","1","42","4","17","5","1","0","1","0","11","30000","13","5","3","2","3","0","0.66"
"2022","0","22","2020","2","1","0","4","1","0","1","1","2","0","98","0","0","0","42","2","1","1","0","0","1","0","11","20000","14","8","2","2","3","0","15.25"
"2022","0","21","2020","1","0","1","3","2","0","1","1","1","2","99","0","0","1","42","1","17","5","1","1","0","0","11","80000","13","10","4","1","4","0","20.00"
"2021","0","20","2020","2","1","0","4","1","0","1","1","3","1","98","0","0","1","42","3","17","3","1","1","0","0","11","60000","16","9","4","2","4","0","18.75"
"2021","1","22","2019","2","1","0","3","3","0","1","1","2","1","90","0","0","0","52","4","17","4","0","0","0","0","12","20000","15","8","2","2","3","0","16.65"
"2021","1","20","2020","3","1","0","4","1","1","1","1","1","0","80","1","0","1","52","2","15","5","1","0","0","1","35","40000","15","8","4","2","3","0","14.05"
"2022","1","21","2019","2","1","0","3","3","0","1","1","4","1","90","1","0","1","8","0","17","5","1","0","1","0","11","35000","15","7","4","2","3","0","10.90"
"2022","1","21","2020","1","0","1","4","2","0","1","1","1","1","100","0","0","1","5","2","17","5","0","1","0","0","0","30000","14","5","2","1","4","15","0.00"
"2020","1","23","2018","8","0","1","0","3","0","1","0","3","1","70","0","0","0","52","6","17","5","0","1","0","0","70","20000","17","9","4","1","4","15","18.50"
"2018","0","24","2016","13","0","0","2","1","1","1","1","1","1","90","0","0","1","26","2","13","1","0","0","1","0","140","62488","25","9","4","1","6","0","18.10"
"2022","1","20","2020","3","0","1","2","2","0","1","1","3","0","87","0","0","1","42","1","17","5","0","1","1","1","11","35000","13","9","4","1","4","15","15.90"
"2022","0","21","2020","1","1","1","3","2","1","1","0","8","0","98","0","0","0","42","1","17","5","1","1","1","1","11","100000","13","8","4","1","4","5","17.75"
"2020","1","23","2020","3","1","0","4","2","0","1","1","2","0","100","0","0","0","52","6","17","5","1","0","0","0","23","15000","17","9","3","2","3","0","17.90"
"2022","1","22","2020","2","1","0","2","1","0","1","1","8","0","90","0","0","0","42","3","17","5","0","0","1","0","12","10000","13","9","4","2","3","0","19.40"
"2022","1","20","2020","2","1","0","2","1","0","1","1","10","0","90","0","0","0","42","3","17","5","0","0","0","0","12","30000","14","9","3","2","3","0","15.00"
"2022","1","20","2020","2","1","0","4","2","0","1","1","1","1","95","0","1","1","42","2","17","5","1","0","0","0","11","40000","15","8","3","2","3","0","20.00"
"2022","1","22","2016","2","1","1","2","2","1","1","1","1","0","80","0","0","1","42","3","15","4","1","1","0","0","11","30000","15","10","5","1","4","0","19.85"
"2021","1","22","2020","3","1","1","3","2","1","1","1","1","1","75","0","0","1","42","2","17","5","1","0","0","0","25","100000","16","9","4","1","4","0","18.95"
"2019","1","22","2018","11","0","0","6","2","0","1","1","2","1","90","1","0","1","52","2","17","4","0","0","0","0","111","50000","26","8","2","1","6","0","14.80"
"2021","1","21","2020","5","1","0","5","1","0","0","1","3","1","88","0","0","1","52","3","17","5","1","0","1","0","49","30000","18","9","4","1","4","0","18.85"
"2019","1","25","2017","11","0","0","1","1","0","1","1","1","1","90","0","0","0","52","4","17","5","0","1","0","0","124","50000","23","9","4","1","7","15","17.20"
"2022","1","19","2021","1","1","0","4","3","0","1","1","3","2","100","0","0","1","52","1","17","5","0","0","1","0","0","40000","15","5","2","2","3","0","0.00"
"2021","0","21","2019","3","1","1","2","2","1","1","1","2","1","85","0","0","1","42","1","17","5","0","1","0","0","23","25000","16","10","4","1","4","0","17.80"
"2020","1","19","2019","2","1","1","3","2","0","1","1","1","0","100","0","0","1","42","1","17","5","0","1","0","0","12","40000","16","9","3","1","4","0","17.80"
"2021","0","22","2020","4","1","1","5","2","0","1","1","2","1","88","0","0","1","42","3","17","5","1","1","0","0","23","35000","19","8","3","1","4","0","12.40"
"2022","0","20","2020","1","1","1","0","2","1","1","1","3","0","97","0","0","0","29","1","17","5","0","1","1","1","0","35000","12","6","3","1","4","0","0.00"
"2022","1","20","2020","2","1","1","1","1","1","1","1","5","0","80","1","0","0","28","0","17","5","0","1","0","0","11","40000","13","9","4","1","4","0","16.25"
"2022","1","19","2021","1","1","0","4","2","0","1","1","5","0","85","0","0","1","28","0","17","5","1","0","0","0","0","50000","15","5","3","2","3","0","0.00"
"2021","1","22","2019","4","1","0","2","1","0","1","1","3","1","80","0","0","1","42","2","9","5","1","1","0","0","39","50000","17","10","5","2","4","0","18.50"
"2021","0","20","2020","4","1","0","1","1","0","1","0","2","1","100","0","0","0","42","0","9","5","0","1","0","0","25","80000","16","9","4","2","4","5","16.90"
"2021","1","21","2019","4","1","0","1","2","1","1","1","2","1","80","0","0","1","52","4","17","5","1","0","0","0","49","40000","17","10","5","2","3","0","18.90"
"2019","0","24","2016","10","0","0","4","2","0","1","1","3","1","95","0","0","1","42","2","14","5","0","0","0","0","106","20000","24","9","3","1","6","35","17.00"
"2019","1","24","2017","10","0","0","2","1","0","1","1","3","1","80","0","0","1","42","5","17","5","1","1","0","0","106","65000","22","9","5","1","5","0","12.90"
"2020","1","21","2019","8","0","0","1","1","1","1","1","1","2","85","0","0","1","52","1","15","4","0","0","1","0","85","25000","19","10","5","1","5","35","19.80"
"2021","0","21","2020","3","1","1","3","2","0","1","1","2","1","88","0","0","0","42","2","17","5","0","1","0","0","25","40000","16","9","3","1","4","0","17.90"
"2021","1","20","2020","3","1","0","2","2","1","1","1","4","1","99","0","0","1","42","2","17","4","1","0","0","0","23","50000","17","10","5","2","3","0","18.95"
"2021","1","21","2019","5","0","0","1","2","0","1","1","1","1","98","0","1","1","42","1","13","5","1","0","0","0","44","15000","15","8","4","2","3","0","10.85"
"2021","1","22","2020","4","1","0","3","2","0","1","1","2","1","90","1","0","1","52","4","17","5","0","0","0","0","32","60000","18","7","3","3","3","0","5.60"
"2021","0","21","2019","3","1","1","4","3","1","1","1","1","1","99","0","0","0","42","2","17","5","0","1","0","0","25","35000","18","8","2","1","4","0","18.60"
"2022","1","20","2020","2","0","0","5","3","0","1","0","1","0","88","0","0","1","42","2","17","5","1","1","0","0","11","35000","15","8","3","2","4","15","17.75"
"2020","0","22","2018","8","0","0","4","2","0","1","1","2","1","98","0","0","0","42","2","17","5","0","1","0","0","65","25000","20","8","2","1","4","15","14.15"
"2022","0","20","2020","2","1","1","2","1","0","1","1","2","0","95","0","0","1","26","1","17","5","0","1","1","0","11","35000","14","10","4","1","4","0","19.40"
"2022","1","21","2020","2","1","0","1","1","0","1","1","4","1","90","0","0","0","26","2","14","5","1","0","1","0","12","25000","13","9","5","2","3","0","20.00"
"2020","0","21","2019","8","0","1","3","1","0","1","1","3","1","97","0","0","0","52","1","9","5","1","1","0","0","87","150000","20","9","4","1","5","0","15.00"
"2018","1","26","2018","12","0","1","8","2","1","1","1","2","1","90","1","1","1","52","5","17","5","1","0","0","0","90","20000","25","6","2","1","6","35","12.20"
"2021","1","21","2020","3","1","0","4","2","0","1","1","1","1","98","0","0","1","52","1","17","5","0","1","0","0","23","25000","18","8","3","1","4","0","14.10"
