"anio_ingreso_universidad","sexo","edad","anio_egreso_secundaria","semestre_actual","beca_rendimiento","transporte_universidad","horas_estudio_dia","frecuencia_estudio_dia","modalidad_aprendizaje","smartphone","computadora_personal","horas_redes_sociales","nivel_ingles","asistencia_promedio","riesgo_academico","suspension_academica","tutorias_docentes","habilidades","horas_habilidades_dia","area_interes","estado_sentimental","actividades_extracurriculares","con_quien_vives","problemas_salud","discapacidad_fisica","creditos_completados","ingreso_familiar_anual","horas_clases_semanales","horas_sueno_dia","horas_ejercicio_semanal","tipo_transporte","horas_transporte_total","horas_trabajo_semanal","nota_semestre"
"2022","1","20","2020","2","1","0","0","0","0","1","1","4","0","100","0","0","0","42","1","17","5","0","0","0","0","12","20000","14","10","5","2","3","0","20.00"
"2021","1","20","2020","3","1","0","1","1","1","1","1","2","1","75","1","0","1","42","1","14","5","0","0","1","0","20","50000","14","8","4","2","3","0","10.40"
"2021","0","22","2020","3","0","1","6","2","0","1","1","3","0","80","1","0","1","42","2","17","5","0","1","0","0","18","5000","16","7","2","1","4","15","13.10"
"2022","1","19","2020","1","1","1","2","1","0","1","1","8","0","100","0","0","1","52","2","17","5","1","0","0","0","12","35000","15","10","5","1","4","0","19.45"
"2018","0","23","2016","14","0","1","2","1","0","1","1","8","2","70","1","0","1","26","1","14","4","0","1","0","0","111","70000","25","9","4","1","7","0","13.75"
"2020","1","22","2018","8","0","0","5","2","1","0","1","2","1","98","0","0","0","52","3","17","5","0","1","0","0","87","30000","21","9","2","1","7","15","20.00"
"2020","1","22","2018","8","1","0","3","2","1","1","1","2","1","95","0","0","0","52","2","17","5","0","0","0","0","90","40000","22","9","3","1","6","0","17.85"
"2020","0","22","2018","8","1","0","2","1","0","1","1","2","1","98","0","0","1","46","0","17","5","0","0","1","0","90","62488","22","9","4","1","6","0","15.95"
"2019","1","23","2018","11","1","0","8","2","0","1","1","2","1","99","0","0","0","52","3","17","5","0","0","0","0","130","24000","28","7","2","3","5","0","18.00"
"2020","0","20","2019","7","0","1","6","2","0","1","1","6","1","85","1","0","1","46","3","17","5","0","1","0","0","68","100000","21","8","2","1","7","0","14.40"
"2022","1","20","2020","2","1","0","3","2","0","1","0","6","0","90","1","0","1","42","2","17","5","0","0","0","0","23","20000","16","8","3","2","3","0","13.70"
"2021","0","20","2019","3","0","1","5","3","0","1","0","3","0","50","1","0","0","42","3","13","5","0","1","0","0","25","10000","14","6","2","1","4","15","7.05"
"2019","0","22","2017","11","0","0","5","2","0","1","1","3","1","100","0","0","1","52","2","14","5","0","0","0","0","122","40000","26","8","2","1","6","25","17.10"
"2019","0","22","2017","11","0","0","5","2","0","1","1","3","1","99","0","0","1","52","2","14","5","0","0","0","0","118","40000","26","8","2","1","6","25","15.50"
"2020","1","21","2019","8","1","0","2","1","1","1","1","1","2","90","0","0","0","42","2","14","5","0","0","0","0","87","120000","21","10","4","1","6","0","19.80"
"2022","1","20","2020","2","1","0","3","2","1","1","1","2","1","70","0","0","1","42","1","9","5","0","0","0","0","11","40000","15","9","3","2","3","0","16.45"
"2022","0","22","2017","1","1","1","3","3","0","1","1","3","0","100","0","0","0","42","2","17","5","0","1","0","0","12","50000","15","9","3","1","4","0","18.75"
"2020","0","21","2019","8","1","0","5","2","0","1","1","2","1","100","0","0","1","42","2","17","5","0","0","0","0","87","50000","24","9","2","1","6","0","18.30"
"2022","0","20","2019","1","1","1","2","3","0","1","1","1","0","97","0","0","1","42","2","15","5","1","1","0","0","0","45000","15","6","3","1","4","0","0.00"
"2019","1","21","2019","8","1","0","4","2","0","1","1","1","1","90","0","0","1","7","2","15","5","0","0","0","0","92","30000","24","9","3","1","6","0","19.40"
"2020","1","22","2018","8","1","1","2","1","1","1","1","1","1","90","0","0","0","42","2","17","5","1","0","0","0","75","30000","21","10","5","1","6","0","20.00"
"2019","1","21","2018","8","1","1","2","2","0","0","1","3","1","90","0","0","1","52","2","17","5","1","0","0","0","100","18000","23","9","5","1","6","0","18.20"
"2018","1","25","2016","13","1","1","2","2","1","1","1","3","1","90","1","1","1","42","2","17","5","0","1","0","0","86","50000","26","7","2","1","7","0","12.00"
"2021","0","20","2020","2","0","0","2","1","0","1","0","3","0","90","0","0","0","42","2","17","5","1","0","1","0","12","25000","11","8","4","2","3","0","13.35"
"2021","0","22","2018","2","1","0","4","2","0","1","1","3","0","80","1","0","1","42","3","17","3","0","1","1","0","15","50000","15","8","2","2","4","0","14.30"
"2021","1","20","2020","3","1","0","1","1","1","1","1","2","1","80","0","0","0","42","1","17","5","1","0","1","0","27","25000","14","8","5","2","3","0","13.15"
"2020","0","21","2018","8","0","1","3","2","1","1","1","1","1","96","0","0","1","52","2","14","5","0","1","1","0","87","20000","20","9","3","1","5","15","17.40"
"2022","1","19","2020","2","1","1","1","1","0","1","1","4","1","99","0","0","0","42","1","17","5","0","1","0","0","12","30000","14","10","4","1","4","0","18.75"
"2019","1","21","2019","8","1","1","2","1","0","1","1","1","1","95","0","0","1","42","2","17","5","1","1","0","0","90","30000","23","10","5","1","5","0","19.70"
"2022","0","21","2019","1","1","1","2","1","0","1","0","5","1","100","0","0","1","26","1","17","5","0","1","0","0","0","40000","14","6","3","1","4","0","0.00"
"2022","0","20","2020","1","1","0","2","1","0","1","1","2","0","99","0","0","1","42","2","17","5","0","1","0","0","13","62488","15","10","4","2","4","5","20.00"
"2020","0","21","2018","8","1","0","2","2","0","1","1","2","1","80","0","0","1","52","1","17","1","0","1","1","0","87","90000","21","9","4","1","7","5","17.50"
"2022","1","19","2020","2","1","0","3","1","1","1","1","2","0","85","0","0","0","7","1","17","5","0","1","0","0","6","300000","14","7","2","2","4","5","9.55"
"2022","1","20","2021","2","1","1","2","2","0","1","1","1","0","90","0","0","0","18","1","17","5","0","1","0","0","11","30000","14","9","3","1","4","0","19.25"
"2020","1","22","2019","8","0","1","1","1","0","1","1","2","0","95","0","0","1","50","2","14","5","1","0","0","0","85","40000","20","9","5","1","5","25","9.85"
"2022","1","20","2020","2","1","1","2","1","0","1","1","2","1","98","0","0","1","42","3","17","5","0","1","0","0","11","40000","15","10","4","1","4","0","17.55"
"2022","1","21","2019","2","0","0","3","2","0","1","1","2","0","95","0","0","1","42","2","1","5","0","0","0","0","11","20000","14","10","3","2","3","0","19.25"
"2022","0","20","2020","2","1","1","3","3","0","1","1","5","0","90","0","0","1","42","2","17","5","0","1","0","0","11","50000","16","9","3","1","4","0","20.00"
"2022","1","19","2020","2","0","0","4","2","0","1","1","1","0","90","0","0","1","42","1","1","5","0","0","0","0","11","40000","14","9","3","2","3","0","16.05"
"2020","0","22","2019","8","1","0","3","2","0","1","1","2","1","95","0","0","1","46","2","13","5","1","1","0","0","84","50000","23","9","4","1","5","0","15.75"
"2022","1","21","2020","2","1","0","4","3","0","1","1","1","0","80","1","1","1","42","1","17","4","1","0","1","0","14","20000","14","7","2","2","3","0","15.50"
"2019","1","23","2016","10","1","0","1","1","0","1","1","2","1","90","0","0","1","25","3","14","5","0","0","0","0","95","13500","24","10","5","1","6","0","16.10"
"2021","0","22","2019","3","1","1","3","2","0","1","1","4","1","70","0","0","0","42","2","14","5","0","1","0","0","23","25000","15","9","3","1","4","0","17.60"
"2021","0","20","2020","3","1","0","2","2","0","1","1","2","1","85","0","0","1","42","1","17","5","0","1","0","0","23","80000","16","9","4","2","4","5","16.20"
"2019","1","23","2017","11","0","1","10","3","0","1","1","2","1","90","0","0","0","42","4","17","5","1","0","1","1","126","25000","28","6","2","1","6","35","19.70"
"2020","0","22","2018","8","0","0","4","1","1","1","1","7","1","80","0","0","0","14","1","14","5","1","1","0","0","90","70000","19","8","3","1","5","0","12.50"
"2020","0","21","2018","8","0","1","3","1","0","1","1","3","0","88","0","0","0","13","5","15","5","0","0","1","0","70","35000","18","8","3","1","4","35","13.25"
"2021","1","20","2020","2","1","1","1","4","1","1","0","6","1","80","0","0","0","46","1","17","5","0","1","0","0","11","25000","14","8","3","1","4","0","14.55"
"2015","1","26","2014","22","0","1","5","4","0","1","1","1","1","100","1","1","1","42","1","17","5","0","0","0","0","103","25000","36","7","2","1","6","35","16.10"
"2020","1","21","2019","7","1","1","1","1","0","1","1","1","0","100","0","0","0","52","1","17","5","1","1","0","0","75","62488","20","10","5","1","5","5","18.35"
"2022","0","21","2019","2","1","0","1","2","0","1","1","2","1","99","0","0","0","42","2","17","5","0","0","0","0","12","30000","14","10","4","2","3","0","20.00"
"2022","1","21","2020","2","1","1","3","1","0","1","1","5","0","95","0","0","1","42","1","14","5","1","1","0","0","12","35000","15","10","5","1","4","0","19.60"
"2019","1","23","2018","11","0","0","6","2","1","1","1","6","2","90","0","0","1","52","5","20","5","0","0","0","0","123","40000","26","8","2","1","6","25","15.10"
"2020","0","21","2019","8","0","1","13","2","1","1","1","1","2","100","0","0","0","42","2","15","5","0","1","0","0","88","5000","25","6","2","1","7","15","18.85"
"2021","1","21","2020","4","0","1","2","1","0","1","1","3","1","96","0","0","1","42","1","17","5","1","1","0","0","35","90000","16","10","5","1","4","0","19.45"
"2014","0","25","2013","15","0","1","4","3","0","1","1","1","1","90","1","0","1","26","2","17","3","0","1","0","0","140","40000","30","8","2","1","7","15","15.30"
"2019","1","21","2019","8","0","1","1","2","1","1","1","4","1","57","1","0","0","42","3","17","5","1","1","1","0","77","45000","16","8","4","1","5","15","18.30"
"2020","0","22","2018","8","1","1","3","1","0","1","1","3","0","100","1","0","1","26","4","15","5","0","0","0","0","70","25000","23","8","3","1","6","0","10.75"
"2017","1","24","2017","9","1","1","1","1","1","1","1","1","1","85","0","0","0","42","2","17","5","0","1","0","0","90","40000","22","9","4","1","7","0","16.95"
"2019","0","22","2018","11","0","0","2","1","0","1","1","2","1","95","0","0","1","52","1","17","5","0","1","0","0","125","60000","24","10","4","1","7","0","18.90"
"2017","1","25","2016","16","0","1","6","3","1","1","1","4","1","90","0","0","1","46","4","17","5","1","1","0","0","143","100000","32","8","2","1","5","0","17.55"
"2020","1","22","2016","7","0","1","1","1","0","1","1","2","1","60","0","0","1","42","1","13","5","0","0","1","0","58","62488","16","9","4","1","4","0","14.60"
"2019","0","21","2019","8","0","1","5","2","0","1","1","3","2","90","1","0","1","26","2","15","1","1","0","0","0","87","40000","22","7","3","1","6","25","10.65"
"2020","1","22","2019","7","0","0","2","1","0","1","1","2","1","80","0","0","0","42","1","17","5","0","0","1","0","80","35000","17","8","3","2","3","35","17.00"
"2022","0","20","2020","1","1","1","3","2","0","1","1","2","1","98","0","0","1","42","1","17","5","1","1","0","0","0","30000","15","6","3","1","4","0","0.00"
"2020","0","21","2019","8","1","1","2","2","0","1","1","1","1","80","0","0","1","22","3","14","5","1","1","1","0","87","40000","21","9","5","1","5","0","17.00"
"2021","1","20","2020","4","0","1","1","1","0","1","1","1","0","100","0","0","1","23","1","17","5","1","1","0","0","24","40000","15","9","6","1","4","15","12.95"
"2020","0","21","2019","8","1","0","2","1","0","1","1","3","1","97","0","0","1","42","1","17","5","1","1","0","0","87","15000","23","10","5","1","5","0","18.90"
"2022","1","20","2020","2","1","1","2","1","1","1","1","10","0","95","0","0","0","42","2","17","5","0","1","0","0","11","30000","14","7","3","1","4","0","8.75"
"2020","1","22","2019","7","0","0","0","0","0","1","1","2","1","98","0","0","0","42","0","13","5","1","0","1","0","75","50000","17","10","6","2","3","0","17.00"
"2021","0","21","2021","3","1","0","7","2","0","1","1","3","0","99","1","1","1","42","1","13","5","0","0","0","0","8","60000","17","5","2","2","3","0","7.60"
"2019","0","22","2018","11","0","1","2","1","0","1","1","4","2","90","0","0","1","42","3","15","5","1","1","1","0","123","60000","23","9","5","1","5","0","18.30"
"2020","1","20","2019","8","0","0","1","3","0","1","1","2","1","90","1","0","0","52","3","22","5","1","0","0","0","90","25000","20","9","4","1","5","35","17.50"
"2019","0","23","2017","11","0","1","2","1","0","1","1","4","1","70","0","0","1","42","2","17","5","1","1","0","0","123","50000","23","10","5","1","5","15","17.95"
"2021","1","20","2019","3","1","0","4","2","0","1","1","3","0","100","0","0","1","42","3","17","5","0","0","0","0","23","7000","18","8","3","1","4","0","15.15"
"2020","1","23","2018","8","1","0","2","3","0","1","1","2","0","90","0","0","1","42","1","17","5","0","0","1","0","91","20000","22","9","4","1","6","0","19.70"
"2021","1","21","2020","2","1","1","3","2","0","1","1","2","1","95","0","0","1","42","3","13","5","1","1","0","0","12","40000","16","10","4","1","4","0","20.00"
"2020","0","22","2019","7","0","1","3","2","0","1","1","4","1","97","0","0","1","42","3","13","5","0","1","0","0","80","45000","20","9","3","1","5","15","17.45"
"2020","0","21","2019","8","1","1","1","3","1","1","1","1","1","90","0","0","1","7","1","20","5","1","1","1","0","87","30000","21","9","5","1","5","0","15.00"
"2019","1","24","2018","11","0","1","3","2","1","1","1","1","1","91","0","0","1","52","6","13","5","1","1","0","0","117","19000","25","9","4","1","5","15","17.25"
"2020","1","20","2019","6","0","0","2","1","0","1","1","4","1","90","0","0","0","42","2","15","5","0","1","1","0","72","50000","16","9","4","2","4","15","17.90"
"2019","0","21","2018","11","0","0","4","3","1","1","1","3","2","80","1","1","1","42","1","15","3","0","1","0","0","96","100000","23","7","2","3","5","0","14.80"
"2021","0","21","2019","3","1","0","2","1","0","1","1","2","1","90","0","0","1","42","1","17","5","1","0","0","0","24","40000","16","10","5","2","3","0","16.90"
"2021","0","20","2020","3","1","0","2","1","0","1","1","3","1","95","0","0","1","42","1","17","5","1","0","0","0","24","50000","16","9","5","2","3","0","15.60"
"2018","1","24","2017","13","0","0","3","1","1","1","1","2","0","98","1","0","1","42","2","20","3","0","0","0","0","133","30000","27","9","3","1","6","35","14.30"
"2019","0","20","2019","10","0","0","4","2","0","1","1","1","0","90","0","0","1","52","1","9","5","0","1","0","0","88","45000","23","9","3","1","7","15","15.50"
"2021","1","23","2020","2","1","1","1","2","0","1","1","1","1","95","0","0","0","42","2","17","5","0","1","0","0","11","20000","14","10","4","1","4","5","19.60"
"2018","1","24","2017","14","0","0","3","3","0","1","1","5","2","95","1","0","0","42","2","17","4","0","1","0","0","136","25000","28","8","2","1","7","15","13.80"
"2019","0","22","2018","10","1","0","2","1","0","1","1","6","1","70","0","0","1","45","1","14","5","1","0","1","0","112","62488","23","9","5","1","6","0","17.60"
"2019","1","23","2017","11","1","0","3","2","0","0","1","1","1","90","0","0","0","52","3","17","4","1","0","0","0","123","25000","26","9","4","1","6","0","20.00"
"2020","1","23","2019","8","1","1","3","1","0","1","1","3","2","90","0","0","0","42","2","14","5","0","1","0","0","90","62488","22","9","3","1","7","5","19.20"
"2019","0","22","2018","11","0","1","1","1","0","1","1","6","1","86","0","0","0","42","2","17","5","0","1","0","0","125","300000","23","9","4","1","7","0","17.20"
"2019","1","21","2018","10","0","1","3","3","1","1","1","2","0","99","0","0","1","42","1","17","5","0","0","0","0","105","62488","24","9","3","1","6","0","15.55"
"2022","1","21","2020","2","1","1","4","1","0","1","1","2","0","100","0","0","1","42","1","17","5","1","0","0","0","11","30000","16","9","4","1","4","0","14.90"
"2022","1","20","2020","2","1","0","3","2","0","1","1","6","0","100","0","0","0","42","3","17","5","0","0","0","0","12","25000","15","9","3","2","3","0","17.15"
"2022","1","21","2020","2","1","0","9","3","0","1","1","3","2","90","0","0","1","42","2","17","5","1","0","0","0","28","40000","20","8","2","1","4","0","19.90"
"2013","0","26","2012","9","0","1","2","2","0","1","1","2","0","90","1","0","1","26","3","15","3","1","1","0","0","89","50000","22","9","5","1","5","15","15.40"
"2019","0","22","2017","11","0","0","2","2","1","1","1","2","1","100","0","0","1","42","5","14","5","1","1","1","0","122","20000","24","9","5","1","5","15","15.50"
"2021","1","19","2020","4","0","1","3","2","0","1","1","1","0","95","1","0","0","41","1","17","5","0","1","0","0","31","50000","15","8","2","1","4","15","11.85"
"2022","1","20","2018","1","1","0","4","2","0","1","1","2","1","85","0","0","0","42","2","17","5","1","0","0","0","0","30000","14","5","2","2","3","0","0.00"
"2022","1","21","2019","2","1","0","1","2","0","1","1","2","0","90","0","0","0","42","1","17","5","0","0","0","0","12","40000","14","9","4","2","3","0","17.90"
"2019","1","22","2019","8","1","1","4","2","0","1","1","3","2","100","0","1","1","42","4","15","5","1","0","1","1","87","80000","21","7","3","1","6","0","16.80"
"2022","0","18","2021","1","1","1","3","2","0","1","1","2","2","95","0","0","1","16","1","17","5","0","1","0","0","0","150000","15","6","2","1","4","5","0.00"
"2022","0","20","2021","1","1","0","2","2","1","1","1","1","1","95","0","0","1","16","2","17","5","0","1","0","0","0","45000","14","6","3","2","4","0","0.00"
"2022","1","19","2021","1","1","1","4","2","0","1","1","2","0","62","0","0","1","52","2","17","5","1","0","0","0","0","20000","14","5","2","1","4","0","0.00"
"2021","1","22","2020","5","0","1","3","3","0","1","1","3","1","90","1","0","1","42","2","17","5","1","0","1","0","36","60000","17","7","4","1","4","0","14.50"
"2022","1","20","2019","2","0","0","4","2","0","1","1","3","1","90","0","0","1","42","1","17","5","1","0","0","0","12","30000","14","9","4","2","3","0","16.60"
"2020","1","22","2019","8","0","0","6","2","0","1","1","2","1","0","1","0","1","42","1","17","5","0","0","0","0","90","36000","18","8","2","1","5","35","16.50"
"2019","1","23","2017","10","0","0","4","2","0","1","1","3","1","95","0","0","0","42","6","17","5","0","0","0","0","123","30000","23","9","2","1","6","35","19.60"
"2014","0","25","2013","24","0","0","1","1","1","1","1","12","1","80","1","1","1","46","4","17","3","0","1","1","1","115","20000","32","8","3","1","7","15","14.00"
"2022","1","21","2020","2","1","0","3","2","1","1","0","3","1","98","1","0","1","42","2","17","5","1","0","0","0","12","20000","16","9","4","2","3","0","16.65"
"2020","1","22","2017","8","1","0","3","2","0","1","1","1","1","87","0","0","0","52","3","17","5","0","0","0","0","87","30000","22","9","3","1","6","0","17.70"
"2020","1","23","2018","8","1","1","5","6","0","1","1","2","1","98","0","0","0","42","2","15","5","0","0","0","0","87","38000","27","8","2","1","6","0","18.30"
"2019","1","24","2018","11","0","0","2","2","0","1","1","2","1","80","0","0","1","46","3","17","5","1","0","0","0","124","15000","24","9","5","1","6","35","18.90"
"2020","1","21","2019","8","0","0","5","4","0","1","1","3","1","99","0","0","1","42","1","17","5","1","1","1","0","89","15000","23","8","3","1","5","15","19.10"
"2019","0","23","2018","11","1","1","4","1","0","1","1","1","1","95","0","0","1","26","4","15","5","1","0","1","0","118","50000","25","9","4","1","6","0","20.00"
"2022","1","19","2020","2","1","0","4","2","0","1","1","1","0","80","0","0","1","42","2","17","5","1","0","1","0","11","20000","15","8","4","2","3","0","17.70"
"2022","1","21","2019","2","1","0","4","2","0","1","1","2","0","95","0","0","1","42","2","17","5","0","0","0","0","11","20000","16","8","3","2","3","0","12.75"
"2018","1","25","2016","12","1","0","3","2","0","1","1","2","2","90","0","0","0","52","2","17","5","0","0","1","1","136","12000","26","8","3","1","6","0","17.00"
"2019","0","22","2017","11","0","0","3","1","1","1","1","5","1","90","0","0","0","46","2","17","5","0","0","0","0","126","30000","23","9","3","1","6","35","18.25"
"2020","0","21","2019","8","1","1","3","2","0","1","1","4","1","94","0","0","0","42","2","14","5","0","1","0","0","85","30000","22","9","3","1","7","0","18.10"
"2019","1","20","2018","9","0","1","2","2","0","1","1","1","0","90","0","0","0","21","1","15","5","0","1","0","0","101","30000","21","9","3","1","7","15","18.50"
"2020","0","21","2019","7","1","1","3","2","1","1","1","2","1","95","0","0","1","42","1","17","5","1","1","0","0","89","55000","22","9","4","1","5","0","17.50"
"2022","1","21","2020","2","1","1","5","2","1","1","1","3","1","100","0","0","1","42","4","3","5","0","1","0","0","11","50000","17","9","2","1","4","0","17.40"
"2019","1","22","2018","10","0","0","3","2","0","1","0","3","1","100","0","0","1","26","2","15","4","1","0","0","0","112","50000","24","9","4","1","6","0","15.05"
"2018","1","25","2016","11","1","1","4","2","0","1","1","3","1","100","0","0","1","52","2","17","5","1","1","0","0","129","60000","28","9","4","1","5","0","19.30"
"2019","1","23","2017","10","1","1","4","4","1","1","1","10","1","98","0","0","1","42","2","17","4","0","1","0","0","117","15000","28","9","2","1","7","0","16.90"
"2020","0","22","2019","8","1","1","5","1","0","1","1","2","1","90","0","0","1","42","1","17","3","0","1","0","0","75","500000","23","8","3","1","7","5","15.35"
"2019","0","23","2017","11","1","1","3","2","0","1","1","5","1","96","0","0","0","42","3","15","5","0","1","0","0","119","20000","26","9","3","1","7","0","17.95"
"2019","1","25","2017","11","0","0","2","1","0","1","1","6","1","90","0","0","1","42","4","17","5","1","0","0","0","130","50000","24","9","5","1","6","0","12.95"
"2019","1","23","2018","11","0","0","2","3","0","1","1","2","1","99","1","0","0","52","0","13","5","0","0","0","0","130","15000","24","9","3","1","6","35","16.50"
"2019","0","22","2018","11","1","1","4","4","0","1","1","10","1","99","0","0","1","52","2","15","5","1","1","0","0","127","62488","29","9","3","1","5","5","18.60"
"2022","1","19","2020","1","1","1","3","2","0","1","1","2","0","100","0","0","1","42","1","17","5","0","1","0","0","11","40000","15","10","3","1","4","0","19.50"
"2018","1","23","2016","13","0","0","2","2","0","1","1","5","0","75","1","1","1","42","1","13","5","1","0","0","0","120","20000","24","7","3","3","5","35","12.75"
"2021","1","20","2020","4","1","0","4","2","0","1","1","2","0","85","0","0","0","42","3","17","5","0","0","0","0","36","20000","17","8","2","2","3","0","15.00"
"2021","1","22","2021","4","1","0","4","2","1","1","1","2","0","80","1","0","1","42","1","17","5","0","0","0","0","24","25000","18","8","2","1","4","0","10.00"
"2019","0","22","2018","11","1","0","5","2","0","1","1","2","1","95","0","0","1","42","4","17","5","0","0","1","0","135","200000","27","9","2","1","6","0","19.80"
"2022","1","20","2020","2","1","1","2","2","0","1","1","1","1","80","0","0","1","42","1","17","5","0","0","0","0","10","25000","15","10","4","1","4","0","18.50"
"2022","1","19","2020","1","0","0","5","2","1","1","1","7","0","90","0","0","0","42","3","17","5","0","1","0","0","11","35000","13","8","2","2","4","15","16.50"
"2020","1","22","2019","7","0","0","5","2","0","1","1","2","1","95","0","0","0","42","2","17","5","1","0","1","0","90","62488","19","7","3","3","5","0","16.00"
"2021","1","21","2020","3","1","1","4","2","0","1","1","3","1","90","0","0","1","52","4","17","5","0","1","0","0","23","35000","17","9","3","1","4","0","17.85"
"2019","0","22","2018","11","0","1","3","2","0","1","1","1","1","100","0","0","1","42","1","17","5","1","1","0","0","140","40000","26","9","4","1","5","15","16.85"
"2021","1","21","2020","3","1","0","4","2","0","1","1","1","2","97","1","0","1","42","2","17","5","1","0","0","0","20","30000","18","8","4","1","4","0","15.85"
"2022","1","19","2020","1","0","0","1","1","0","1","1","1","0","90","0","0","1","42","1","17","5","0","0","0","0","11","10000","12","10","5","2","3","0","17.50"
"2022","1","20","2020","1","0","0","4","2","0","1","1","1","0","90","0","0","1","42","3","17","5","0","0","0","0","28","25000","14","9","3","2","3","0","18.90"
"2019","1","25","2017","10","1","1","2","2","0","1","1","1","1","87","0","0","1","42","3","17","5","1","0","1","0","128","40000","24","9","5","1","6","0","19.50"
"2021","1","21","2020","3","0","1","4","2","0","1","1","4","1","50","0","0","0","42","1","17","5","0","1","0","0","23","62488","12","7","2","1","4","0","14.70"
"2021","0","21","2020","5","1","1","3","2","0","1","1","5","0","80","0","0","0","42","2","17","5","0","1","0","0","65","20000","18","8","2","1","4","0","14.45"
"2021","0","22","2020","4","0","0","4","2","0","1","1","2","1","90","0","0","0","42","1","17","5","0","0","0","0","23","20000","15","7","2","2","3","0","9.00"
"2020","0","22","2019","8","0","0","4","3","1","1","1","3","1","85","0","0","0","42","4","13","5","0","0","0","0","78","30000","21","8","2","1","6","35","13.90"
"2022","0","20","2021","6","0","0","1","2","0","1","0","2","0","100","1","0","1","42","4","9","5","0","1","0","0","50","30000","18","8","4","1","4","15","7.25"
"2019","0","25","2018","10","0","0","5","3","1","1","1","2","1","100","0","0","1","7","2","9","4","1","0","0","0","116","34000","26","8","3","1","6","35","12.25"
"2019","1","23","2019","10","1","0","6","3","0","1","0","4","2","80","0","0","0","42","1","17","5","1","1","0","0","116","35000","27","6","2","3","5","0","7.25"
"2021","0","20","2019","6","0","0","3","2","0","1","1","7","1","100","0","0","0","22","2","13","5","0","1","0","0","78","35000","19","8","3","1","5","15","10.00"
"2020","1","24","2018","11","1","0","1","2","0","1","1","8","2","100","0","0","1","42","2","13","5","0","0","0","0","140","36000","27","10","4","1","6","0","14.45"
"2020","0","20","2019","10","0","0","2","1","0","1","1","8","1","70","0","0","1","7","1","9","4","0","0","0","0","116","36000","22","9","4","1","6","35","14.40"
"2021","1","20","2020","7","0","0","3","2","0","1","1","7","0","60","1","0","1","42","2","17","5","1","0","0","0","101","37000","19","8","4","1","5","35","9.35"
"2020","1","20","2020","9","0","0","1","1","0","1","0","3","2","54","1","0","1","26","3","13","5","1","1","0","0","127","39000","20","9","5","1","5","15","12.20"
"2019","0","22","2019","10","0","0","4","2","0","1","0","2","1","90","0","0","1","42","1","17","5","0","1","1","0","126","40000","23","8","3","1","7","15","14.00"
"2019","1","21","2019","7","0","0","6","3","1","1","1","2","1","100","0","0","1","42","2","1","5","0","1","0","0","103","40000","23","7","2","3","5","15","10.55"
"2022","1","22","2021","5","0","0","4","1","0","1","1","3","2","87","0","0","0","22","2","9","3","0","0","0","0","67","41000","16","8","3","2","3","0","11.85"
"2021","1","23","2019","9","0","0","3","1","0","1","1","3","1","87","1","0","0","26","2","13","3","0","1","0","0","116","44000","21","9","3","1","7","15","13.75"
"2021","0","21","2020","9","0","0","3","2","1","1","1","4","1","100","0","0","1","7","3","17","4","0","0","0","0","117","44000","23","8","3","1","6","25","9.90"
"2020","0","20","2020","11","0","0","2","1","1","1","1","3","1","100","0","0","1","26","2","13","5","1","1","0","0","136","44000","25","9","5","1","5","15","13.20"
"2019","1","22","2018","9","0","0","6","2","1","1","1","11","1","77","0","0","0","26","6","20","5","1","0","0","0","133","45000","23","6","2","3","5","25","8.85"
"2022","0","21","2020","5","0","0","4","2","0","1","1","7","1","95","0","0","0","42","1","9","5","1","1","0","0","42","45000","17","7","3","2","4","15","10.95"
"2021","1","22","2020","6","1","0","5","5","1","1","1","7","2","70","1","1","1","52","3","13","4","1","0","0","0","63","45000","22","6","2","3","4","0","10.95"
"2020","0","20","2020","8","0","0","3","1","1","1","1","9","1","86","1","0","0","42","2","9","5","0","0","1","0","119","45000","19","7","3","3","5","25","9.90"
"2021","0","20","2020","9","0","0","4","2","0","1","1","2","1","78","1","0","0","22","4","9","4","1","1","0","0","97","45000","21","7","3","3","5","15","9.15"
"2020","0","21","2019","9","0","0","3","1","1","1","1","9","1","100","0","0","1","52","2","17","2","0","0","0","0","139","46000","23","8","3","1","6","25","9.35"
"2020","0","25","2019","11","0","0","1","1","1","1","1","3","1","68","0","0","0","42","2","20","5","0","0","0","0","136","49000","22","9","4","1","6","25","13.25"
"2020","0","23","2018","11","1","0","6","2","0","1","1","4","2","90","1","0","1","42","5","17","5","0","1","0","0","122","50000","28","8","2","1","7","0","10.95"
"2022","1","24","2019","4","1","0","3","2","0","1","1","4","1","100","0","0","1","26","1","17","5","0","1","0","0","46","50000","19","9","3","1","4","0","12.50"
"2020","1","25","2019","11","0","0","2","1","0","1","1","3","1","100","1","0","0","26","4","13","4","0","0","0","0","136","50000","24","9","4","1","6","0","14.10"
"2020","0","22","2020","8","0","0","2","1","1","1","1","2","0","50","1","0","0","7","2","9","4","0","0","0","0","98","50000","18","7","3","3","5","0","6.70"
"2022","0","19","2021","5","0","0","1","1","0","1","1","4","0","78","0","0","1","42","2","20","5","0","0","0","0","80","50000","17","10","5","2","3","0","13.40"
"2019","0","22","2017","10","0","0","2","1","1","1","1","1","1","80","1","0","0","26","1","9","4","1","1","0","0","79","52000","20","8","4","1","5","15","9.85"
